From	To	Species	Gene Name
PSPC1	ENSMUST00000168524	Mus musculus	paraspeckle protein 1(Pspc1)
PSPC1	ENSMUST00000168575	Mus musculus	paraspeckle protein 1(Pspc1)
PSPC1	ENSMUST00000163924	Mus musculus	paraspeckle protein 1(Pspc1)
PSPC1	ENSMUST00000022507	Mus musculus	paraspeckle protein 1(Pspc1)
PPIH	ENSMUST00000106319	Mus musculus	peptidyl prolyl isomerase H(Ppih)
PPIH	ENSMUST00000147077	Mus musculus	peptidyl prolyl isomerase H(Ppih)
PPIH	ENSMUST00000056458	Mus musculus	peptidyl prolyl isomerase H(Ppih)
PPIH	ENSMUST00000106318	Mus musculus	peptidyl prolyl isomerase H(Ppih)
PPIH	ENSMUST00000106321	Mus musculus	peptidyl prolyl isomerase H(Ppih)
PPIH	ENSMUST00000106317	Mus musculus	peptidyl prolyl isomerase H(Ppih)
WDFY4	ENSMUST00000130509	Mus musculus	WD repeat and FYVE domain containing 4(Wdfy4)
WDFY4	ENSMUST00000132153	Mus musculus	WD repeat and FYVE domain containing 4(Wdfy4)
WDFY4	ENSMUST00000061753	Mus musculus	WD repeat and FYVE domain containing 4(Wdfy4)
WDFY4	ENSMUST00000159606	Mus musculus	WD repeat and FYVE domain containing 4(Wdfy4)
GNAZ	ENSMUST00000159991	Mus musculus	guanine nucleotide binding protein, alpha z subunit(Gnaz)
GNAZ	ENSMUST00000037813	Mus musculus	guanine nucleotide binding protein, alpha z subunit(Gnaz)
GNAZ	ENSMUST00000160421	Mus musculus	guanine nucleotide binding protein, alpha z subunit(Gnaz)
UBA5	ENSMUST00000144195	Mus musculus	ubiquitin-like modifier activating enzyme 5(Uba5)
UBA5	ENSMUST00000191568	Mus musculus	ubiquitin-like modifier activating enzyme 5(Uba5)
UBA5	ENSMUST00000035166	Mus musculus	ubiquitin-like modifier activating enzyme 5(Uba5)
UBA5	ENSMUST00000140768	Mus musculus	ubiquitin-like modifier activating enzyme 5(Uba5)
PLD6	ENSMUST00000051493	Mus musculus	phospholipase D family, member 6(Pld6)
PLD6	ENSMUST00000125307	Mus musculus	phospholipase D family, member 6(Pld6)
GLYAT	ENSMUST00000155846	Mus musculus	glycine-N-acyltransferase(Glyat)
GLYAT	ENSMUST00000123173	Mus musculus	glycine-N-acyltransferase(Glyat)
GLYAT	ENSMUST00000044976	Mus musculus	glycine-N-acyltransferase(Glyat)
GLYAT	ENSMUST00000119960	Mus musculus	glycine-N-acyltransferase(Glyat)
GLYAT	ENSMUST00000157069	Mus musculus	glycine-N-acyltransferase(Glyat)
CACNA1G	ENSMUST00000142190	Mus musculus	calcium channel, voltage-dependent, T type, alpha 1G subunit(Cacna1g)
CACNA1G	ENSMUST00000100561	Mus musculus	calcium channel, voltage-dependent, T type, alpha 1G subunit(Cacna1g)
CACNA1G	ENSMUST00000152811	Mus musculus	calcium channel, voltage-dependent, T type, alpha 1G subunit(Cacna1g)
CACNA1G	ENSMUST00000103166	Mus musculus	calcium channel, voltage-dependent, T type, alpha 1G subunit(Cacna1g)
CACNA1G	ENSMUST00000021234	Mus musculus	calcium channel, voltage-dependent, T type, alpha 1G subunit(Cacna1g)
CACNA1G	ENSMUST00000146160	Mus musculus	calcium channel, voltage-dependent, T type, alpha 1G subunit(Cacna1g)
CACNA1G	ENSMUST00000107790	Mus musculus	calcium channel, voltage-dependent, T type, alpha 1G subunit(Cacna1g)
CACNA1G	ENSMUST00000107792	Mus musculus	calcium channel, voltage-dependent, T type, alpha 1G subunit(Cacna1g)
CACNA1G	ENSMUST00000133331	Mus musculus	calcium channel, voltage-dependent, T type, alpha 1G subunit(Cacna1g)
CACNA1G	ENSMUST00000107791	Mus musculus	calcium channel, voltage-dependent, T type, alpha 1G subunit(Cacna1g)
CACNA1G	ENSMUST00000133000	Mus musculus	calcium channel, voltage-dependent, T type, alpha 1G subunit(Cacna1g)
CACNA1G	ENSMUST00000107793	Mus musculus	calcium channel, voltage-dependent, T type, alpha 1G subunit(Cacna1g)
CACNA1G	ENSMUST00000107785	Mus musculus	calcium channel, voltage-dependent, T type, alpha 1G subunit(Cacna1g)
CACNA1G	ENSMUST00000107786	Mus musculus	calcium channel, voltage-dependent, T type, alpha 1G subunit(Cacna1g)
CACNA1G	ENSMUST00000107789	Mus musculus	calcium channel, voltage-dependent, T type, alpha 1G subunit(Cacna1g)
CACNA1G	ENSMUST00000107788	Mus musculus	calcium channel, voltage-dependent, T type, alpha 1G subunit(Cacna1g)
TIMM50	ENSMUST00000134263	Mus musculus	translocase of inner mitochondrial membrane 50(Timm50)
TIMM50	ENSMUST00000135220	Mus musculus	translocase of inner mitochondrial membrane 50(Timm50)
TIMM50	ENSMUST00000131849	Mus musculus	translocase of inner mitochondrial membrane 50(Timm50)
TIMM50	ENSMUST00000081946	Mus musculus	translocase of inner mitochondrial membrane 50(Timm50)
TIMM50	ENSMUST00000151990	Mus musculus	translocase of inner mitochondrial membrane 50(Timm50)
TIMM50	ENSMUST00000136427	Mus musculus	translocase of inner mitochondrial membrane 50(Timm50)
NCKIPSD	ENSMUST00000035218	Mus musculus	NCK interacting protein with SH3 domain(Nckipsd)
NCKIPSD	ENSMUST00000192180	Mus musculus	NCK interacting protein with SH3 domain(Nckipsd)
NCKIPSD	ENSMUST00000192678	Mus musculus	NCK interacting protein with SH3 domain(Nckipsd)
NCKIPSD	ENSMUST00000194413	Mus musculus	NCK interacting protein with SH3 domain(Nckipsd)
NCKIPSD	ENSMUST00000195323	Mus musculus	NCK interacting protein with SH3 domain(Nckipsd)
NCKIPSD	ENSMUST00000194819	Mus musculus	NCK interacting protein with SH3 domain(Nckipsd)
CNN2	ENSMUST00000004784	Mus musculus	calponin 2(Cnn2)
CNN2	ENSMUST00000105374	Mus musculus	calponin 2(Cnn2)
ADGRG1	ENSMUST00000093271	Mus musculus	adhesion G protein-coupled receptor G1(Adgrg1)
ADGRG1	ENSMUST00000179619	Mus musculus	adhesion G protein-coupled receptor G1(Adgrg1)
IRAK2	ENSMUST00000203381	Mus musculus	interleukin-1 receptor-associated kinase 2(Irak2)
IRAK2	ENSMUST00000113024	Mus musculus	interleukin-1 receptor-associated kinase 2(Irak2)
IRAK2	ENSMUST00000089022	Mus musculus	interleukin-1 receptor-associated kinase 2(Irak2)
IRAK2	ENSMUST00000143948	Mus musculus	interleukin-1 receptor-associated kinase 2(Irak2)
IRAK2	ENSMUST00000089023	Mus musculus	interleukin-1 receptor-associated kinase 2(Irak2)
IRAK2	ENSMUST00000155554	Mus musculus	interleukin-1 receptor-associated kinase 2(Irak2)
IRAK2	ENSMUST00000204091	Mus musculus	interleukin-1 receptor-associated kinase 2(Irak2)
IRAK2	ENSMUST00000204744	Mus musculus	interleukin-1 receptor-associated kinase 2(Irak2)
IRAK2	ENSMUST00000059286	Mus musculus	interleukin-1 receptor-associated kinase 2(Irak2)
TBC1D16	ENSMUST00000036113	Mus musculus	TBC1 domain family, member 16(Tbc1d16)
TBC1D16	ENSMUST00000207655	Mus musculus	TBC1 domain family, member 16(Tbc1d16)
TBC1D16	ENSMUST00000125856	Mus musculus	TBC1 domain family, member 16(Tbc1d16)
EEFSEC	ENSMUST00000165242	Mus musculus	eukaryotic elongation factor, selenocysteine-tRNA-specific(Eefsec)
EEFSEC	ENSMUST00000203213	Mus musculus	eukaryotic elongation factor, selenocysteine-tRNA-specific(Eefsec)
EEFSEC	ENSMUST00000203886	Mus musculus	eukaryotic elongation factor, selenocysteine-tRNA-specific(Eefsec)
EEFSEC	ENSMUST00000204459	Mus musculus	eukaryotic elongation factor, selenocysteine-tRNA-specific(Eefsec)
EEFSEC	ENSMUST00000205014	Mus musculus	eukaryotic elongation factor, selenocysteine-tRNA-specific(Eefsec)
EEFSEC	ENSMUST00000205179	Mus musculus	eukaryotic elongation factor, selenocysteine-tRNA-specific(Eefsec)
YARS	ENSMUST00000106054	Mus musculus	tyrosyl-tRNA synthetase(Yars)
YARS	ENSMUST00000133992	Mus musculus	tyrosyl-tRNA synthetase(Yars)
YARS	ENSMUST00000147248	Mus musculus	tyrosyl-tRNA synthetase(Yars)
YARS	ENSMUST00000146106	Mus musculus	tyrosyl-tRNA synthetase(Yars)
YARS	ENSMUST00000128287	Mus musculus	tyrosyl-tRNA synthetase(Yars)
YARS	ENSMUST00000140708	Mus musculus	tyrosyl-tRNA synthetase(Yars)
YARS	ENSMUST00000148619	Mus musculus	tyrosyl-tRNA synthetase(Yars)
YARS	ENSMUST00000137591	Mus musculus	tyrosyl-tRNA synthetase(Yars)
TFAP2C	ENSMUST00000142633	Mus musculus	transcription factor AP-2, gamma(Tfap2c)
TFAP2C	ENSMUST00000122982	Mus musculus	transcription factor AP-2, gamma(Tfap2c)
TFAP2C	ENSMUST00000030391	Mus musculus	transcription factor AP-2, gamma(Tfap2c)
TFAP2C	ENSMUST00000170744	Mus musculus	transcription factor AP-2, gamma(Tfap2c)
TFAP2C	ENSMUST00000099058	Mus musculus	transcription factor AP-2, gamma(Tfap2c)
TFAP2C	ENSMUST00000128406	Mus musculus	transcription factor AP-2, gamma(Tfap2c)
UBE2I	ENSMUST00000172462	Mus musculus	ubiquitin-conjugating enzyme E2I(Ube2i)
UBE2I	ENSMUST00000173231	Mus musculus	ubiquitin-conjugating enzyme E2I(Ube2i)
UBE2I	ENSMUST00000174001	Mus musculus	ubiquitin-conjugating enzyme E2I(Ube2i)
UBE2I	ENSMUST00000172587	Mus musculus	ubiquitin-conjugating enzyme E2I(Ube2i)
UBE2I	ENSMUST00000174216	Mus musculus	ubiquitin-conjugating enzyme E2I(Ube2i)
UBE2I	ENSMUST00000172520	Mus musculus	ubiquitin-conjugating enzyme E2I(Ube2i)
UBE2I	ENSMUST00000049911	Mus musculus	ubiquitin-conjugating enzyme E2I(Ube2i)
UBE2I	ENSMUST00000173621	Mus musculus	ubiquitin-conjugating enzyme E2I(Ube2i)
UBE2I	ENSMUST00000172569	Mus musculus	ubiquitin-conjugating enzyme E2I(Ube2i)
UBE2I	ENSMUST00000172868	Mus musculus	ubiquitin-conjugating enzyme E2I(Ube2i)
UBE2I	ENSMUST00000173713	Mus musculus	ubiquitin-conjugating enzyme E2I(Ube2i)
UBE2I	ENSMUST00000172618	Mus musculus	ubiquitin-conjugating enzyme E2I(Ube2i)
UBE2I	ENSMUST00000173084	Mus musculus	ubiquitin-conjugating enzyme E2I(Ube2i)
UBE2I	ENSMUST00000174031	Mus musculus	ubiquitin-conjugating enzyme E2I(Ube2i)
AUTS2	ENSMUST00000100564	Mus musculus	autism susceptibility candidate 2(Auts2)
AUTS2	ENSMUST00000198149	Mus musculus	autism susceptibility candidate 2(Auts2)
AUTS2	ENSMUST00000178555	Mus musculus	autism susceptibility candidate 2(Auts2)
AUTS2	ENSMUST00000182575	Mus musculus	autism susceptibility candidate 2(Auts2)
AUTS2	ENSMUST00000071591	Mus musculus	autism susceptibility candidate 2(Auts2)
AUTS2	ENSMUST00000159507	Mus musculus	autism susceptibility candidate 2(Auts2)
AUTS2	ENSMUST00000160071	Mus musculus	autism susceptibility candidate 2(Auts2)
AUTS2	ENSMUST00000185450	Mus musculus	autism susceptibility candidate 2(Auts2)
AUTS2	ENSMUST00000183153	Mus musculus	autism susceptibility candidate 2(Auts2)
AUTS2	ENSMUST00000187544	Mus musculus	autism susceptibility candidate 2(Auts2)
AUTS2	ENSMUST00000162101	Mus musculus	autism susceptibility candidate 2(Auts2)
AUTS2	ENSMUST00000161374	Mus musculus	autism susceptibility candidate 2(Auts2)
AUTS2	ENSMUST00000161226	Mus musculus	autism susceptibility candidate 2(Auts2)
AUTS2	ENSMUST00000160135	Mus musculus	autism susceptibility candidate 2(Auts2)
AUTS2	ENSMUST00000162979	Mus musculus	autism susceptibility candidate 2(Auts2)
AUTS2	ENSMUST00000182974	Mus musculus	autism susceptibility candidate 2(Auts2)
AUTS2	ENSMUST00000196613	Mus musculus	autism susceptibility candidate 2(Auts2)
AUTS2	ENSMUST00000161108	Mus musculus	autism susceptibility candidate 2(Auts2)
AUTS2	ENSMUST00000198165	Mus musculus	autism susceptibility candidate 2(Auts2)
AUTS2	ENSMUST00000161804	Mus musculus	autism susceptibility candidate 2(Auts2)
RPP40	ENSMUST00000174852	Mus musculus	ribonuclease P 40 subunit(Rpp40)
RPP40	ENSMUST00000171686	Mus musculus	ribonuclease P 40 subunit(Rpp40)
RPP40	ENSMUST00000174230	Mus musculus	ribonuclease P 40 subunit(Rpp40)
RPP40	ENSMUST00000174231	Mus musculus	ribonuclease P 40 subunit(Rpp40)
SYT9	ENSMUST00000137663	Mus musculus	synaptotagmin IX(Syt9)
SYT9	ENSMUST00000073459	Mus musculus	synaptotagmin IX(Syt9)
SYT9	ENSMUST00000127444	Mus musculus	synaptotagmin IX(Syt9)
SYT9	ENSMUST00000144003	Mus musculus	synaptotagmin IX(Syt9)
SYT9	ENSMUST00000130414	Mus musculus	synaptotagmin IX(Syt9)
SYT8	ENSMUST00000105977	Mus musculus	synaptotagmin VIII(Syt8)
SYT8	ENSMUST00000122393	Mus musculus	synaptotagmin VIII(Syt8)
SYT8	ENSMUST00000097939	Mus musculus	synaptotagmin VIII(Syt8)
SYT8	ENSMUST00000118276	Mus musculus	synaptotagmin VIII(Syt8)
SYT8	ENSMUST00000148896	Mus musculus	synaptotagmin VIII(Syt8)
SYT8	ENSMUST00000145964	Mus musculus	synaptotagmin VIII(Syt8)
SYT8	ENSMUST00000124963	Mus musculus	synaptotagmin VIII(Syt8)
SYT8	ENSMUST00000128481	Mus musculus	synaptotagmin VIII(Syt8)
SYT8	ENSMUST00000105976	Mus musculus	synaptotagmin VIII(Syt8)
SYT8	ENSMUST00000150192	Mus musculus	synaptotagmin VIII(Syt8)
SYT7	ENSMUST00000073899	Mus musculus	synaptotagmin VII(Syt7)
SYT7	ENSMUST00000076968	Mus musculus	synaptotagmin VII(Syt7)
SYT7	ENSMUST00000169121	Mus musculus	synaptotagmin VII(Syt7)
GNAO1	ENSMUST00000149530	Mus musculus	guanine nucleotide binding protein, alpha O(Gnao1)
GNAO1	ENSMUST00000144451	Mus musculus	guanine nucleotide binding protein, alpha O(Gnao1)
GNAO1	ENSMUST00000142466	Mus musculus	guanine nucleotide binding protein, alpha O(Gnao1)
GNAO1	ENSMUST00000125695	Mus musculus	guanine nucleotide binding protein, alpha O(Gnao1)
GNAO1	ENSMUST00000137202	Mus musculus	guanine nucleotide binding protein, alpha O(Gnao1)
GNAO1	ENSMUST00000155245	Mus musculus	guanine nucleotide binding protein, alpha O(Gnao1)
GNAO1	ENSMUST00000034198	Mus musculus	guanine nucleotide binding protein, alpha O(Gnao1)
GNAO1	ENSMUST00000125716	Mus musculus	guanine nucleotide binding protein, alpha O(Gnao1)
GNAO1	ENSMUST00000127900	Mus musculus	guanine nucleotide binding protein, alpha O(Gnao1)
GNAO1	ENSMUST00000130974	Mus musculus	guanine nucleotide binding protein, alpha O(Gnao1)
GNAO1	ENSMUST00000138659	Mus musculus	guanine nucleotide binding protein, alpha O(Gnao1)
NASP	ENSMUST00000154811	Mus musculus	nuclear autoantigenic sperm protein (histone-binding)(Nasp)
NASP	ENSMUST00000030457	Mus musculus	nuclear autoantigenic sperm protein (histone-binding)(Nasp)
NASP	ENSMUST00000081182	Mus musculus	nuclear autoantigenic sperm protein (histone-binding)(Nasp)
NASP	ENSMUST00000148436	Mus musculus	nuclear autoantigenic sperm protein (histone-binding)(Nasp)
NASP	ENSMUST00000030456	Mus musculus	nuclear autoantigenic sperm protein (histone-binding)(Nasp)
NASP	ENSMUST00000130363	Mus musculus	nuclear autoantigenic sperm protein (histone-binding)(Nasp)
NASP	ENSMUST00000155398	Mus musculus	nuclear autoantigenic sperm protein (histone-binding)(Nasp)
NASP	ENSMUST00000134038	Mus musculus	nuclear autoantigenic sperm protein (histone-binding)(Nasp)
SPINK13	ENSMUST00000097557	Mus musculus	serine peptidase inhibitor, Kazal type 13(Spink13)
TCF3	ENSMUST00000105339	Mus musculus	transcription factor 3(Tcf3)
TCF3	ENSMUST00000020379	Mus musculus	transcription factor 3(Tcf3)
TCF3	ENSMUST00000127931	Mus musculus	transcription factor 3(Tcf3)
TCF3	ENSMUST00000129027	Mus musculus	transcription factor 3(Tcf3)
TCF3	ENSMUST00000020377	Mus musculus	transcription factor 3(Tcf3)
TCF3	ENSMUST00000105340	Mus musculus	transcription factor 3(Tcf3)
TCF3	ENSMUST00000105341	Mus musculus	transcription factor 3(Tcf3)
TCF3	ENSMUST00000105342	Mus musculus	transcription factor 3(Tcf3)
TCF3	ENSMUST00000105343	Mus musculus	transcription factor 3(Tcf3)
TCF3	ENSMUST00000105344	Mus musculus	transcription factor 3(Tcf3)
TCF3	ENSMUST00000156244	Mus musculus	transcription factor 3(Tcf3)
TCF3	ENSMUST00000105345	Mus musculus	transcription factor 3(Tcf3)
TCF3	ENSMUST00000105346	Mus musculus	transcription factor 3(Tcf3)
TCF3	ENSMUST00000156990	Mus musculus	transcription factor 3(Tcf3)
SWSAP1	ENSMUST00000053583	Mus musculus	SWIM type zinc finger 7 associated protein 1(Swsap1)
TNFAIP2	ENSMUST00000127028	Mus musculus	tumor necrosis factor, alpha-induced protein 2(Tnfaip2)
TNFAIP2	ENSMUST00000109792	Mus musculus	tumor necrosis factor, alpha-induced protein 2(Tnfaip2)
TNFAIP2	ENSMUST00000172783	Mus musculus	tumor necrosis factor, alpha-induced protein 2(Tnfaip2)
TNFAIP2	ENSMUST00000174298	Mus musculus	tumor necrosis factor, alpha-induced protein 2(Tnfaip2)
TNFAIP2	ENSMUST00000129467	Mus musculus	tumor necrosis factor, alpha-induced protein 2(Tnfaip2)
TNFAIP2	ENSMUST00000133865	Mus musculus	tumor necrosis factor, alpha-induced protein 2(Tnfaip2)
TNFAIP2	ENSMUST00000156003	Mus musculus	tumor necrosis factor, alpha-induced protein 2(Tnfaip2)
TNFAIP2	ENSMUST00000173581	Mus musculus	tumor necrosis factor, alpha-induced protein 2(Tnfaip2)
TNFAIP2	ENSMUST00000174692	Mus musculus	tumor necrosis factor, alpha-induced protein 2(Tnfaip2)
TNFAIP2	ENSMUST00000102745	Mus musculus	tumor necrosis factor, alpha-induced protein 2(Tnfaip2)
TNFAIP2	ENSMUST00000127207	Mus musculus	tumor necrosis factor, alpha-induced protein 2(Tnfaip2)
DPY30	ENSMUST00000164832	Mus musculus	dpy-30, histone methyltransferase complex regulatory subunit(Dpy30)
DPY30	ENSMUST00000112571	Mus musculus	dpy-30, histone methyltransferase complex regulatory subunit(Dpy30)
RERG	ENSMUST00000032347	Mus musculus	RAS-like, estrogen-regulated, growth-inhibitor(Rerg)
RERG	ENSMUST00000149100	Mus musculus	RAS-like, estrogen-regulated, growth-inhibitor(Rerg)
RERG	ENSMUST00000117919	Mus musculus	RAS-like, estrogen-regulated, growth-inhibitor(Rerg)
RERG	ENSMUST00000119610	Mus musculus	RAS-like, estrogen-regulated, growth-inhibitor(Rerg)
RERG	ENSMUST00000203003	Mus musculus	RAS-like, estrogen-regulated, growth-inhibitor(Rerg)
TTC27	ENSMUST00000024882	Mus musculus	tetratricopeptide repeat domain 27(Ttc27)
LMNB2	ENSMUST00000057623	Mus musculus	lamin B2(Lmnb2)
LMNB2	ENSMUST00000105332	Mus musculus	lamin B2(Lmnb2)
LMNB2	ENSMUST00000159094	Mus musculus	lamin B2(Lmnb2)
LMNB2	ENSMUST00000179022	Mus musculus	lamin B2(Lmnb2)
CABIN1	ENSMUST00000001712	Mus musculus	calcineurin binding protein 1(Cabin1)
MYO18A	ENSMUST00000100794	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000092884	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000100443	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000100795	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000102488	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000130956	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000092887	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000130627	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000172303	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000169105	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000142571	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000000645	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000130305	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000135045	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000135375	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000164315	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000167856	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000134196	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000108375	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000164334	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000108376	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000168348	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000154892	Mus musculus	myosin XVIIIA(Myo18a)
MYO18A	ENSMUST00000151373	Mus musculus	myosin XVIIIA(Myo18a)
MYBL2	ENSMUST00000018005	Mus musculus	myeloblastosis oncogene-like 2(Mybl2)
MYBL2	ENSMUST00000138414	Mus musculus	myeloblastosis oncogene-like 2(Mybl2)
MYBL2	ENSMUST00000133322	Mus musculus	myeloblastosis oncogene-like 2(Mybl2)
MYBL2	ENSMUST00000137620	Mus musculus	myeloblastosis oncogene-like 2(Mybl2)
MYBL2	ENSMUST00000142729	Mus musculus	myeloblastosis oncogene-like 2(Mybl2)
TTC37	ENSMUST00000091466	Mus musculus	tetratricopeptide repeat domain 37(Ttc37)
DCAKD	ENSMUST00000155490	Mus musculus	dephospho-CoA kinase domain containing(Dcakd)
DCAKD	ENSMUST00000152965	Mus musculus	dephospho-CoA kinase domain containing(Dcakd)
DCAKD	ENSMUST00000021313	Mus musculus	dephospho-CoA kinase domain containing(Dcakd)
DCAKD	ENSMUST00000126365	Mus musculus	dephospho-CoA kinase domain containing(Dcakd)
DCAKD	ENSMUST00000134335	Mus musculus	dephospho-CoA kinase domain containing(Dcakd)
CAD	ENSMUST00000202391	Mus musculus	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(Cad)
CAD	ENSMUST00000013773	Mus musculus	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(Cad)
CAD	ENSMUST00000201182	Mus musculus	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(Cad)
CAD	ENSMUST00000201870	Mus musculus	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(Cad)
CAD	ENSMUST00000202795	Mus musculus	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(Cad)
CAD	ENSMUST00000202973	Mus musculus	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(Cad)
CAD	ENSMUST00000201256	Mus musculus	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(Cad)
CAD	ENSMUST00000200953	Mus musculus	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(Cad)
CAD	ENSMUST00000201844	Mus musculus	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(Cad)
CAD	ENSMUST00000202827	Mus musculus	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(Cad)
CAD	ENSMUST00000201838	Mus musculus	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(Cad)
CAD	ENSMUST00000202227	Mus musculus	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(Cad)
CAD	ENSMUST00000202967	Mus musculus	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(Cad)
CAD	ENSMUST00000200917	Mus musculus	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(Cad)
HUNK	ENSMUST00000065856	Mus musculus	hormonally upregulated Neu-associated kinase(Hunk)
NAV1	ENSMUST00000067414	Mus musculus	neuron navigator 1(Nav1)
NAV1	ENSMUST00000187311	Mus musculus	neuron navigator 1(Nav1)
NAV1	ENSMUST00000190735	Mus musculus	neuron navigator 1(Nav1)
NAV1	ENSMUST00000040599	Mus musculus	neuron navigator 1(Nav1)
NAV1	ENSMUST00000189252	Mus musculus	neuron navigator 1(Nav1)
NAV1	ENSMUST00000189362	Mus musculus	neuron navigator 1(Nav1)
NAV1	ENSMUST00000190298	Mus musculus	neuron navigator 1(Nav1)
NAV1	ENSMUST00000190130	Mus musculus	neuron navigator 1(Nav1)
ETV1	ENSMUST00000095767	Mus musculus	ets variant 1(Etv1)
ETV1	ENSMUST00000163063	Mus musculus	ets variant 1(Etv1)
ETV1	ENSMUST00000161591	Mus musculus	ets variant 1(Etv1)
ETV1	ENSMUST00000161980	Mus musculus	ets variant 1(Etv1)
ETV1	ENSMUST00000162563	Mus musculus	ets variant 1(Etv1)
ETV1	ENSMUST00000161164	Mus musculus	ets variant 1(Etv1)
ETV1	ENSMUST00000159334	Mus musculus	ets variant 1(Etv1)
ETV1	ENSMUST00000160244	Mus musculus	ets variant 1(Etv1)
ETV1	ENSMUST00000162730	Mus musculus	ets variant 1(Etv1)
ETV1	ENSMUST00000160701	Mus musculus	ets variant 1(Etv1)
ETV1	ENSMUST00000160856	Mus musculus	ets variant 1(Etv1)
ETV1	ENSMUST00000160996	Mus musculus	ets variant 1(Etv1)
ETV1	ENSMUST00000161513	Mus musculus	ets variant 1(Etv1)
QRSL1	ENSMUST00000154405	Mus musculus	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1(Qrsl1)
QRSL1	ENSMUST00000020012	Mus musculus	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1(Qrsl1)
QRSL1	ENSMUST00000146937	Mus musculus	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1(Qrsl1)
ETV5	ENSMUST00000170393	Mus musculus	ets variant 5(Etv5)
ETV5	ENSMUST00000079601	Mus musculus	ets variant 5(Etv5)
ETV5	ENSMUST00000168774	Mus musculus	ets variant 5(Etv5)
ETV5	ENSMUST00000165506	Mus musculus	ets variant 5(Etv5)
ETV5	ENSMUST00000170803	Mus musculus	ets variant 5(Etv5)
TAPBP	ENSMUST00000025161	Mus musculus	TAP binding protein(Tapbp)
TAPBP	ENSMUST00000172653	Mus musculus	TAP binding protein(Tapbp)
TAPBP	ENSMUST00000172489	Mus musculus	TAP binding protein(Tapbp)
TAPBP	ENSMUST00000172888	Mus musculus	TAP binding protein(Tapbp)
TAPBP	ENSMUST00000172619	Mus musculus	TAP binding protein(Tapbp)
TMEM211	ENSMUST00000086615	Mus musculus	transmembrane protein 211(Tmem211)
NAV3	ENSMUST00000161582	Mus musculus	neuron navigator 3(Nav3)
NAV3	ENSMUST00000161798	Mus musculus	neuron navigator 3(Nav3)
NAV3	ENSMUST00000160159	Mus musculus	neuron navigator 3(Nav3)
NAV3	ENSMUST00000161223	Mus musculus	neuron navigator 3(Nav3)
NAV3	ENSMUST00000032719	Mus musculus	neuron navigator 3(Nav3)
NAV3	ENSMUST00000163071	Mus musculus	neuron navigator 3(Nav3)
ALS2	ENSMUST00000159166	Mus musculus	amyotrophic lateral sclerosis 2 (juvenile)(Als2)
