From	To	Species	Gene Name
FGR	ENSMUST00000171223	Mus musculus	FGR proto-oncogene, Src family tyrosine kinase(Fgr)
FGR	ENSMUST00000124451	Mus musculus	FGR proto-oncogene, Src family tyrosine kinase(Fgr)
FGR	ENSMUST00000138179	Mus musculus	FGR proto-oncogene, Src family tyrosine kinase(Fgr)
PALLD	ENSMUST00000121493	Mus musculus	palladin, cytoskeletal associated protein(Palld)
PALLD	ENSMUST00000121200	Mus musculus	palladin, cytoskeletal associated protein(Palld)
PALLD	ENSMUST00000153495	Mus musculus	palladin, cytoskeletal associated protein(Palld)
PALLD	ENSMUST00000121785	Mus musculus	palladin, cytoskeletal associated protein(Palld)
PALLD	ENSMUST00000123523	Mus musculus	palladin, cytoskeletal associated protein(Palld)
PALLD	ENSMUST00000034057	Mus musculus	palladin, cytoskeletal associated protein(Palld)
PALLD	ENSMUST00000135439	Mus musculus	palladin, cytoskeletal associated protein(Palld)
PALLD	ENSMUST00000136825	Mus musculus	palladin, cytoskeletal associated protein(Palld)
PALLD	ENSMUST00000149042	Mus musculus	palladin, cytoskeletal associated protein(Palld)
CHMP6	ENSMUST00000137055	Mus musculus	charged multivesicular body protein 6(Chmp6)
CHMP6	ENSMUST00000148232	Mus musculus	charged multivesicular body protein 6(Chmp6)
CHMP6	ENSMUST00000132197	Mus musculus	charged multivesicular body protein 6(Chmp6)
CHMP6	ENSMUST00000026434	Mus musculus	charged multivesicular body protein 6(Chmp6)
CHMP6	ENSMUST00000124199	Mus musculus	charged multivesicular body protein 6(Chmp6)
CHMP6	ENSMUST00000139814	Mus musculus	charged multivesicular body protein 6(Chmp6)
MCTP2	ENSMUST00000206976	Mus musculus	multiple C2 domains, transmembrane 2(Mctp2)
MCTP2	ENSMUST00000206755	Mus musculus	multiple C2 domains, transmembrane 2(Mctp2)
MCTP2	ENSMUST00000205410	Mus musculus	multiple C2 domains, transmembrane 2(Mctp2)
MCTP2	ENSMUST00000206466	Mus musculus	multiple C2 domains, transmembrane 2(Mctp2)
MCTP2	ENSMUST00000079323	Mus musculus	multiple C2 domains, transmembrane 2(Mctp2)
GM13807	ENSMUST00000137073	Mus musculus	predicted gene 13807(Gm13807)
TSEN34	ENSMUST00000123088	Mus musculus	tRNA splicing endonuclease subunit 34(Tsen34)
TSEN34	ENSMUST00000142713	Mus musculus	tRNA splicing endonuclease subunit 34(Tsen34)
TSEN34	ENSMUST00000155060	Mus musculus	tRNA splicing endonuclease subunit 34(Tsen34)
TSEN34	ENSMUST00000147288	Mus musculus	tRNA splicing endonuclease subunit 34(Tsen34)
TSEN34	ENSMUST00000205287	Mus musculus	tRNA splicing endonuclease subunit 34(Tsen34)
TSEN34	ENSMUST00000108629	Mus musculus	tRNA splicing endonuclease subunit 34(Tsen34)
TSEN34	ENSMUST00000108630	Mus musculus	tRNA splicing endonuclease subunit 34(Tsen34)
TSEN34	ENSMUST00000137204	Mus musculus	tRNA splicing endonuclease subunit 34(Tsen34)
TSEN34	ENSMUST00000139396	Mus musculus	tRNA splicing endonuclease subunit 34(Tsen34)
TSEN34	ENSMUST00000038521	Mus musculus	tRNA splicing endonuclease subunit 34(Tsen34)
TSEN34	ENSMUST00000205734	Mus musculus	tRNA splicing endonuclease subunit 34(Tsen34)
TSEN34	ENSMUST00000108627	Mus musculus	tRNA splicing endonuclease subunit 34(Tsen34)
USP10	ENSMUST00000135210	Mus musculus	ubiquitin specific peptidase 10(Usp10)
